Source path,Class name,Method name,Method signature,Cyclomatic complexity,Cognitive complexity,Max nesting depth,Line count,Parameter count,ABC score,Assignments,Branches,Conditions,Halstead volume,Halstead difficulty,Halstead estimated bugs
rewrite-java-25/src/main/java/org/openrewrite/java/Java25Parser.java,org.openrewrite.java.Java25Parser,Java25Parser,"org.openrewrite.java.Java25Parser{name=<constructor>,return=org.openrewrite.java.Java25Parser,parameters=[org.openrewrite.java.JavaParser]}",1,0,0,4,1,1.0,1,0,0,3.0,1.0,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/Java25Parser.java,org.openrewrite.java.Java25Parser,parseInputs,"org.openrewrite.java.Java25Parser{name=parseInputs,return=java.util.stream.Stream<org.openrewrite.SourceFile>,parameters=[java.lang.Iterable<org.openrewrite.Parser$Input>,java.nio.file.Path,org.openrewrite.ExecutionContext]}",1,0,0,5,3,1.0,0,1,0,19.65,1.0,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/Java25Parser.java,org.openrewrite.java.Java25Parser,reset,"org.openrewrite.java.Java25Parser{name=reset,return=org.openrewrite.java.JavaParser,parameters=[]}",1,0,0,6,0,1.0,0,1,0,8.0,1.0,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/Java25Parser.java,org.openrewrite.java.Java25Parser,reset,"org.openrewrite.java.Java25Parser{name=reset,return=org.openrewrite.java.JavaParser,parameters=[java.util.Collection<java.net.URI>]}",1,0,0,6,1,1.0,0,1,0,11.61,1.0,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/Java25Parser.java,org.openrewrite.java.Java25Parser,setClasspath,"org.openrewrite.java.Java25Parser{name=setClasspath,return=void,parameters=[java.util.Collection<java.nio.file.Path>]}",1,0,0,5,1,1.0,0,1,0,8.0,0.5,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/Java25Parser.java,org.openrewrite.java.Java25Parser,builder,"org.openrewrite.java.Java25Parser{name=builder,return=org.openrewrite.java.Java25Parser$Builder,parameters=[]}",1,0,0,4,0,1.0,0,1,0,4.75,1.0,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/Java25Parser.java,org.openrewrite.java.Java25Parser$Builder,lazyInitClassLoaders,"org.openrewrite.java.Java25Parser$Builder{name=lazyInitClassLoaders,return=void,parameters=[]}",2,1,1,9,0,3.0,2,2,1,60.92,3.75,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/Java25Parser.java,org.openrewrite.java.Java25Parser$Builder,build,"org.openrewrite.java.Java25Parser$Builder{name=build,return=org.openrewrite.java.Java25Parser,parameters=[]}",2,1,1,24,0,11.4,3,11,0,443.13,10.96,0.1
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,ReloadableJava25JavadocVisitor,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=<constructor>,return=org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,parameters=[{undefined},com.sun.source.util.TreePath,org.openrewrite.java.isolated.ReloadableJava25TypeMapping,java.lang.String,{undefined}]}",1,0,0,4,5,1.0,0,1,0,19.65,0.5,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,ReloadableJava25JavadocVisitor,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=<constructor>,return=org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,parameters=[{undefined},com.sun.source.util.TreePath,org.openrewrite.java.isolated.ReloadableJava25TypeMapping,java.lang.String,{undefined},boolean]}",3,7,1,24,6,13.34,13,3,0,450.83,9.04,0.09
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,init,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=init,return=void,parameters=[]}",2,2,1,8,0,2.0,0,2,0,19.65,2.0,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,initMarkdown,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=initMarkdown,return=void,parameters=[]}",23,36,4,70,0,43.46,14,37,18,1506.0,52.34,0.61
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,initTraditional,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=initTraditional,return=void,parameters=[]}",29,69,5,98,0,76.91,23,69,25,2598.82,83.83,1.21
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitAttribute,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitAttribute,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.AttributeTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",7,8,1,58,2,49.74,8,49,3,1292.08,43.76,0.49
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitAuthor,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitAuthor,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.AuthorTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,6,2,6.0,0,6,0,80.71,3.5,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitComment,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitComment,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.CommentTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,6,2,5.1,1,5,0,70.32,3.67,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitDeprecated,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitDeprecated,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.DeprecatedTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,6,2,6.0,0,6,0,80.71,3.5,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitDocComment,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitDocComment,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.DocCommentTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",25,70,5,111,2,84.91,14,82,17,2917.29,89.19,1.36
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitDocRoot,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitDocRoot,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.DocRootTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,10,2,5.0,0,5,0,64.0,3.0,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitDocType,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitDocType,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.DocTypeTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,11,2,12.0,0,12,0,174.23,6.25,0.04
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitEndElement,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitEndElement,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.EndElementTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,12,2,8.06,1,8,0,123.79,4.5,0.02
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitEntity,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitEntity,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.EntityTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,7,2,8.06,1,8,0,150.41,5.94,0.03
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitErroneous,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitErroneous,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.ErroneousTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,5,2,4.0,0,4,0,48.11,2.5,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitHidden,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitHidden,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.HiddenTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,6,2,6.0,0,6,0,80.71,3.5,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitIdentifier,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitIdentifier,return=org.openrewrite.java.tree.J$Identifier,parameters=[com.sun.source.doctree.IdentifierTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,15,2,6.08,1,6,0,109.81,4.5,0.02
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitIndex,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitIndex,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.IndexTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",3,6,2,26,2,18.47,4,18,1,511.05,21.75,0.17
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitInheritDoc,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitInheritDoc,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.InheritDocTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,10,2,5.0,0,5,0,64.0,3.0,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitLink,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitLink,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.LinkTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",3,2,1,26,2,16.09,5,15,3,430.04,16.5,0.12
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitLiteral,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitLiteral,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.LiteralTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",2,1,0,16,2,12.21,1,12,2,242.13,9.14,0.06
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitParam,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitParam,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.ParamTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",3,4,1,41,2,27.51,9,26,0,723.25,22.8,0.22
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitProvides,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitProvides,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.ProvidesTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,10,2,9.0,0,9,0,125.38,5.67,0.03
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitReference,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitReference,return=org.openrewrite.java.tree.J,parameters=[com.sun.source.doctree.ReferenceTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",17,43,3,121,2,63.16,20,58,15,2663.58,68.72,1.07
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,methodReferenceType,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=methodReferenceType,return=org.openrewrite.java.tree.JavaType$Method,parameters=[{undefined},org.openrewrite.java.tree.JavaType]}",8,19,4,31,2,11.53,6,9,4,489.31,23.58,0.17
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,methodReferenceType,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=methodReferenceType,return=org.openrewrite.java.tree.JavaType$Method,parameters=[{undefined},java.util.List<org.openrewrite.java.tree.JavaType$Method>]}",8,21,5,24,2,15.39,5,14,4,502.65,19.66,0.15
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,paramTypeMatches,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=paramTypeMatches,return=boolean,parameters=[org.openrewrite.java.tree.JavaType,{undefined}]}",1,0,0,4,2,2.0,0,2,0,24.0,1.5,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,paramTypeMatches,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=paramTypeMatches,return=boolean,parameters=[org.openrewrite.java.tree.JavaType,org.openrewrite.java.tree.JavaType]}",6,10,2,17,2,14.14,0,14,2,545.0,27.79,0.2
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,fieldReferenceType,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=fieldReferenceType,return=org.openrewrite.java.tree.JavaType$Variable,parameters=[{undefined},org.openrewrite.java.tree.JavaType]}",8,14,4,28,2,12.33,2,12,2,376.47,13.36,0.1
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitReturn,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitReturn,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.ReturnTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",2,2,1,14,2,11.7,4,11,0,256.46,8.61,0.06
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitSee,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitSee,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.SeeTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",3,4,2,23,2,20.9,6,20,1,530.52,19.31,0.16
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitSerial,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitSerial,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.SerialTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,6,2,6.0,0,6,0,80.71,3.5,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitSerialData,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitSerialData,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.SerialDataTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,6,2,6.0,0,6,0,80.71,3.5,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitSerialField,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitSerialField,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.SerialFieldTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,11,2,12.0,0,12,0,160.31,7.06,0.04
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitSince,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitSince,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.SinceTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,6,2,6.0,0,6,0,80.71,3.5,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitStartElement,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitStartElement,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.StartElementTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",2,1,0,14,2,13.04,1,13,0,210.0,8.1,0.05
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitSnippet,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitSnippet,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.SnippetTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",8,8,2,40,2,32.7,3,32,6,762.14,28.89,0.26
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitSummary,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitSummary,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.SummaryTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",3,6,2,26,2,15.33,3,15,1,427.7,18.52,0.13
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitVersion,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitVersion,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.VersionTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,6,2,6.0,0,6,0,80.71,3.5,0.01
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitText,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitText,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.TextTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,6,2,1.0,0,1,0,15.51,1.5,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitText,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitText,return=java.util.List<org.openrewrite.java.tree.Javadoc>,parameters=[java.lang.String]}",20,24,3,54,1,55.51,11,52,16,1648.13,71.64,0.8
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitRawText,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitRawText,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.RawTextTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",2,1,1,10,2,7.07,1,7,0,139.32,6.33,0.03
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitEscape,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitEscape,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.EscapeTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",4,4,2,16,2,10.3,4,9,3,274.02,16.03,0.09
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,unicodeEscaped,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=unicodeEscaped,return=java.lang.String,parameters=[char]}",1,0,0,4,1,1.0,0,1,0,19.65,1.5,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,consumeNameWithUnicodeEscapes,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=consumeNameWithUnicodeEscapes,return=java.lang.String,parameters=[java.lang.String]}",6,6,2,22,1,17.03,5,16,3,415.47,30.28,0.18
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitThrows,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitThrows,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.ThrowsTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",2,1,0,15,2,9.22,2,9,0,190.0,7.07,0.04
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitUnknownBlockTag,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitUnknownBlockTag,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.UnknownBlockTagTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,11,2,8.0,0,8,0,115.95,5.54,0.02
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitUnknownInlineTag,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitUnknownInlineTag,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.UnknownInlineTagTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,12,2,9.0,0,9,0,128.38,6.07,0.03
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitUses,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitUses,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.UsesTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",1,0,0,10,2,9.0,0,9,0,125.38,5.67,0.03
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,visitValue,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=visitValue,return=org.openrewrite.Tree,parameters=[com.sun.source.doctree.ValueTree,java.util.List<org.openrewrite.java.tree.Javadoc>]}",2,1,0,12,2,9.06,0,9,1,145.71,6.97,0.03
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,sourceBeforeAsString,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=sourceBeforeAsString,return=java.lang.String,parameters=[java.lang.String]}",3,2,1,14,1,6.16,3,5,2,183.4,10.58,0.05
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,sourceBefore,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=sourceBefore,return=java.util.List<org.openrewrite.java.tree.Javadoc>,parameters=[java.lang.String]}",3,2,1,14,1,7.0,3,6,2,173.92,9.43,0.05
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,whitespaceBeforeAsString,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=whitespaceBeforeAsString,return=java.lang.String,parameters=[]}",1,0,0,4,0,1.0,0,1,0,11.61,1.0,0.0
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,whitespaceBeforeAsString,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=whitespaceBeforeAsString,return=java.lang.String,parameters=[java.util.function.Predicate<java.lang.Character>]}",4,4,2,16,1,6.56,3,5,3,183.4,14.18,0.06
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,whitespaceBefore,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=whitespaceBefore,return=java.util.List<org.openrewrite.java.tree.Javadoc>,parameters=[]}",8,11,3,37,0,25.71,6,24,7,727.45,32.69,0.28
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,endBrace,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=endBrace,return=java.util.List<org.openrewrite.java.tree.Javadoc>,parameters=[]}",4,5,2,15,0,9.43,4,8,3,257.26,12.92,0.07
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,convertMultiline,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=convertMultiline,return=java.util.List<org.openrewrite.java.tree.Javadoc>,parameters=[java.util.List<Generic{? extends com.sun.source.doctree.DocTree}>]}",9,22,3,38,1,28.72,5,28,4,968.73,41.32,0.39
rewrite-java-25/src/main/java/org/openrewrite/java/isolated/ReloadableJava25JavadocVisitor.java,org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor,lineBreaksInMultilineJReference,"org.openrewrite.java.isolated.ReloadableJava25JavadocVisitor{name=lineBreaksInMultilineJReference,return=java.util.List<org.openrewrite.java.tree.Javadoc>,parameters=[]}",2,1,1,24,0,11.22,2,11,1,235.0,9.6,0.06
